id,address,power,heart_rate,step,temperature,systolic_pressure,diastolic_pressure,accx,accy,accz,gyroscopex,gyroscopey,gyroscopez,stay,sos,elock_open_illegal_warn,timestamp,bs_address,sample_time,sample_batch
3954,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3641,-2595,-15719,-54,-4,122,1,NULL,NULL,1666582946305,01370022,"2022-10-24,11:43:09",27
3955,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1492,-255,-17474,23,-92,-14,0,NULL,NULL,1666582946575,01370022,"2022-10-24,11:43:09",27
3956,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,589,-132,-16210,-7,53,183,0,NULL,NULL,1666582946712,01370022,"2022-10-24,11:43:09",27
3957,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3455,-1670,-13585,4,-99,264,0,NULL,NULL,1666582946823,01370022,"2022-10-24,11:43:10",27
3958,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2812,-2137,-15562,122,-106,203,0,NULL,NULL,1666582946952,01370022,"2022-10-24,11:43:10",27
3959,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4311,-2041,-16880,170,97,-4,0,NULL,NULL,1666582947093,01370022,"2022-10-24,11:43:10",27
3960,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4100,-2976,-18541,118,-93,-75,0,NULL,NULL,1666582947222,01370022,"2022-10-24,11:43:10",27
3961,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1280,-4065,-12558,-163,159,-215,0,NULL,NULL,1666582947364,01370022,"2022-10-24,11:43:10",27
3962,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1440,-2253,-13987,-103,-23,-154,0,NULL,NULL,1666582947487,01370022,"2022-10-24,11:43:10",27
3963,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3509,-3113,-15931,-112,-182,64,0,NULL,NULL,1666582947627,01370022,"2022-10-24,11:43:10",27
3964,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4433,-2692,-16907,-144,72,26,0,NULL,NULL,1666582947764,01370022,"2022-10-24,11:43:10",27
3965,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4609,-2430,-16387,-173,78,31,1,NULL,NULL,1666582947879,01370022,"2022-10-24,11:43:11",27
3966,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1523,-337,-16052,-154,14,161,0,NULL,NULL,1666582948013,01370022,"2022-10-24,11:43:11",27
3967,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1350,-845,-14781,-121,144,256,0,NULL,NULL,1666582948128,01370022,"2022-10-24,11:43:11",27
3968,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3723,-1292,-14520,-30,-114,245,0,NULL,NULL,1666582948248,01370022,"2022-10-24,11:43:11",27
3969,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3799,-826,-14995,49,4,15,1,NULL,NULL,1666582948386,01370022,"2022-10-24,11:43:11",27
3970,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4964,-1590,-14412,107,7,-84,0,NULL,NULL,1666582948497,01370022,"2022-10-24,11:43:11",27
3971,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5016,-1736,-17902,221,-26,-273,0,NULL,NULL,1666582948623,01370022,"2022-10-24,11:43:11",27
3972,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,684,-2634,-16396,119,233,-333,0,NULL,NULL,1666582948761,01370022,"2022-10-24,11:43:11",27
3973,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,865,-1926,-15573,-54,17,-391,0,NULL,NULL,1666582948876,01370022,"2022-10-24,11:43:12",27
3974,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2468,-1997,-13082,24,-154,-161,0,NULL,NULL,1666582948989,01370022,"2022-10-24,11:43:12",27
3975,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3452,-2509,-15408,-44,-213,-70,0,NULL,NULL,1666582949119,01370022,"2022-10-24,11:43:12",27
3976,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4064,-2296,-16737,-134,-14,-131,0,NULL,NULL,1666582949257,01370022,"2022-10-24,11:43:12",27
3977,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2030,-1006,-20189,-191,114,-151,0,NULL,NULL,1666582949377,01370022,"2022-10-24,11:43:12",27
3978,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1464,-1413,-13199,-35,277,-378,0,NULL,NULL,1666582949501,01370022,"2022-10-24,11:43:12",27
3979,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2255,-2109,-13345,247,-121,-374,1,NULL,NULL,1666582949618,01370022,"2022-10-24,11:43:12",27
3980,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3154,-1593,-15029,246,-154,-595,0,NULL,NULL,1666582949754,01370022,"2022-10-24,11:43:12",27
3981,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3890,-559,-15224,297,-106,-959,0,NULL,NULL,1666582949875,01370022,"2022-10-24,11:43:13",27
3982,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2861,-1526,-16388,306,-150,-996,0,NULL,NULL,1666582950000,01370022,"2022-10-24,11:43:13",27
3983,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1239,-3972,-19810,235,-252,-1195,0,NULL,NULL,1666582950143,01370022,"2022-10-24,11:43:13",27
3984,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,642,-3265,-16917,-26,-178,-1187,0,NULL,NULL,1666582950286,01370022,"2022-10-24,11:43:13",27
3985,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2112,-3704,-12837,295,-158,-916,0,NULL,NULL,1666582950405,01370022,"2022-10-24,11:43:13",27
3986,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2753,-2461,-15806,198,-235,-823,0,NULL,NULL,1666582950526,01370022,"2022-10-24,11:43:13",27
3987,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4351,-2014,-15725,13,-78,-537,0,NULL,NULL,1666582950659,01370022,"2022-10-24,11:43:13",27
3988,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4299,-2379,-16546,-77,0,-353,0,NULL,NULL,1666582950772,01370022,"2022-10-24,11:43:13",27
3989,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3450,-1996,-16937,-100,66,-139,0,NULL,NULL,1666582950899,01370022,"2022-10-24,11:43:14",27
3990,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1525,-715,-14203,38,177,-83,0,NULL,NULL,1666582951025,01370022,"2022-10-24,11:43:14",27
3991,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,467,-1729,-15643,113,-28,71,0,NULL,NULL,1666582951164,01370022,"2022-10-24,11:43:14",27
3992,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3477,-1286,-15154,159,-201,-183,0,NULL,NULL,1666582951289,01370022,"2022-10-24,11:43:14",27
3993,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4432,-836,-14972,153,-12,-187,0,NULL,NULL,1666582951432,01370022,"2022-10-24,11:43:14",27
3994,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3648,-1109,-17165,165,21,-219,0,NULL,NULL,1666582951560,01370022,"2022-10-24,11:43:14",27
3995,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,835,-3006,-20360,186,-132,-167,0,NULL,NULL,1666582951704,01370022,"2022-10-24,11:43:14",27
3996,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,63,-2015,-16746,-133,118,-299,0,NULL,NULL,1666582951845,01370022,"2022-10-24,11:43:15",27
3997,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2342,-1825,-14100,21,-109,-123,0,NULL,NULL,1666582951986,01370022,"2022-10-24,11:43:15",27
3998,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2883,-2635,-15888,-21,-188,66,0,NULL,NULL,1666582952108,01370022,"2022-10-24,11:43:15",27
3999,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4257,-3107,-15376,-59,6,99,0,NULL,NULL,1666582952250,01370022,"2022-10-24,11:43:15",27
4000,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2873,-1384,-18490,-72,112,42,0,NULL,NULL,1666582952392,01370022,"2022-10-24,11:43:15",27
4001,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-24,-1106,-15022,-24,249,39,0,NULL,NULL,1666582952536,01370022,"2022-10-24,11:43:15",27
4002,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1961,-1857,-14814,-37,-129,-15,0,NULL,NULL,1666582952658,01370022,"2022-10-24,11:43:15",27
4003,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2430,-1216,-16743,-87,-90,-35,0,NULL,NULL,1666582952790,01370022,"2022-10-24,11:43:15",27
4004,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3155,-454,-14727,28,36,-165,0,NULL,NULL,1666582952908,01370022,"2022-10-24,11:43:16",27
4005,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4092,93,-14595,77,-23,-142,0,NULL,NULL,1666582953020,01370022,"2022-10-24,11:43:16",27
4006,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4516,-1676,-15447,96,-117,-129,0,NULL,NULL,1666582953133,01370022,"2022-10-24,11:43:16",27
4007,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4285,-937,-15203,153,-29,-168,1,NULL,NULL,1666582953259,01370022,"2022-10-24,11:43:16",27
4008,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1769,-2718,-18115,-132,-89,-260,0,NULL,NULL,1666582953395,01370022,"2022-10-24,11:43:16",27
4009,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,444,-3577,-15060,-200,-44,-285,0,NULL,NULL,1666582953540,01370022,"2022-10-24,11:43:16",27
4010,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,582,-1893,-16410,-136,-85,-356,0,NULL,NULL,1666582953668,01370022,"2022-10-24,11:43:16",27
4011,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,569,-2200,-16727,-38,-192,-400,1,NULL,NULL,1666582953802,01370022,"2022-10-24,11:43:17",27
4012,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2209,-906,-17106,-14,33,-650,0,NULL,NULL,1666582953916,01370022,"2022-10-24,11:43:17",27
4013,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2214,-1872,-15532,7,79,-588,0,NULL,NULL,1666582954041,01370022,"2022-10-24,11:43:17",27
4014,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1171,-1383,-17244,82,94,-832,0,NULL,NULL,1666582954171,01370022,"2022-10-24,11:43:17",27
4015,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1038,-229,-16812,76,91,-777,0,NULL,NULL,1666582954298,01370022,"2022-10-24,11:43:17",27
4016,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1646,-343,-14776,169,98,-917,0,NULL,NULL,1666582954425,01370022,"2022-10-24,11:43:17",27
4017,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2862,-367,-16919,282,-113,-983,0,NULL,NULL,1666582954554,01370022,"2022-10-24,11:43:17",27
4018,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3437,253,-15118,232,-5,-962,0,NULL,NULL,1666582954685,01370022,"2022-10-24,11:43:17",27
4019,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3626,-561,-15611,216,-50,-769,0,NULL,NULL,1666582954824,01370022,"2022-10-24,11:43:18",27
4020,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4526,-320,-15386,168,87,-493,0,NULL,NULL,1666582954941,01370022,"2022-10-24,11:43:18",27
4021,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4500,-1544,-15547,194,130,-420,0,NULL,NULL,1666582955061,01370022,"2022-10-24,11:43:18",27
4022,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3479,-1033,-17999,327,-7,-375,0,NULL,NULL,1666582955175,01370022,"2022-10-24,11:43:18",27
4023,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3643,-2192,-12535,298,164,-352,0,NULL,NULL,1666582955293,01370022,"2022-10-24,11:43:18",27
4024,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2300,-2910,-16451,46,-46,-259,0,NULL,NULL,1666582955419,01370022,"2022-10-24,11:43:18",27
4025,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4455,-2298,-12817,150,49,-217,0,NULL,NULL,1666582955547,01370022,"2022-10-24,11:43:18",27
4026,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4859,-3803,-13851,192,0,-49,0,NULL,NULL,1666582955689,01370022,"2022-10-24,11:43:18",27
4027,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4887,-2546,-16075,-164,-37,-15,0,NULL,NULL,1666582955803,01370022,"2022-10-24,11:43:19",27
4028,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3844,-710,-17074,-116,110,-190,0,NULL,NULL,1666582955925,01370022,"2022-10-24,11:43:19",27
4029,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2950,-825,-13571,-94,138,-89,0,NULL,NULL,1666582956041,01370022,"2022-10-24,11:43:19",27
4030,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3726,-595,-13798,-93,-69,160,1,NULL,NULL,1666582956170,01370022,"2022-10-24,11:43:19",27
4031,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3548,-1054,-16294,-39,-164,141,0,NULL,NULL,1666582956310,01370022,"2022-10-24,11:43:19",27
4032,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3881,-411,-14603,29,-143,17,0,NULL,NULL,1666582956429,01370022,"2022-10-24,11:43:19",27
4033,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3792,840,-16261,-8,-262,-34,0,NULL,NULL,1666582956543,01370022,"2022-10-24,11:43:19",27
4034,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2642,554,-17030,126,-147,-74,0,NULL,NULL,1666582956669,01370022,"2022-10-24,11:43:19",27
4035,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-92,-2285,-19531,8,-75,-137,0,NULL,NULL,1666582956797,01370022,"2022-10-24,11:43:20",27
4036,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1594,-2959,-12825,57,249,-195,0,NULL,NULL,1666582956923,01370022,"2022-10-24,11:43:20",27
4037,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1037,-2241,-15596,95,125,-37,0,NULL,NULL,1666582957052,01370022,"2022-10-24,11:43:20",27
4038,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2083,-2305,-15953,-89,46,27,0,NULL,NULL,1666582957193,01370022,"2022-10-24,11:43:20",27
4039,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3797,-2566,-14426,-79,53,153,0,NULL,NULL,1666582957313,01370022,"2022-10-24,11:43:20",27
4040,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5075,-2373,-16088,-127,-51,-5,0,NULL,NULL,1666582957445,01370022,"2022-10-24,11:43:20",27
4041,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3961,-156,-19176,-218,11,-27,0,NULL,NULL,1666582957580,01370022,"2022-10-24,11:43:20",27
4042,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,661,-489,-15450,-95,131,59,0,NULL,NULL,1666582957692,01370022,"2022-10-24,11:43:20",27
4043,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,629,-844,-15301,64,25,195,1,NULL,NULL,1666582957819,01370022,"2022-10-24,11:43:21",27
4044,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4475,-836,-14363,120,-59,124,0,NULL,NULL,1666582957959,01370022,"2022-10-24,11:43:21",27
4045,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3995,-830,-14999,134,39,4,1,NULL,NULL,1666582958079,01370022,"2022-10-24,11:43:21",27
4046,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4929,-1580,-15738,103,54,9,0,NULL,NULL,1666582958198,01370022,"2022-10-24,11:43:21",27
4047,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4081,-662,-18566,184,9,-281,0,NULL,NULL,1666582958325,01370022,"2022-10-24,11:43:21",27
4048,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2249,-2117,-14524,108,119,-365,0,NULL,NULL,1666582958437,01370022,"2022-10-24,11:43:21",27
4049,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1322,-2536,-17405,-123,-120,-228,0,NULL,NULL,1666582958554,01370022,"2022-10-24,11:43:21",27
4050,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3197,-2233,-12702,-23,5,-45,0,NULL,NULL,1666582958699,01370022,"2022-10-24,11:43:21",27
4051,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4152,-2773,-15766,8,-83,133,0,NULL,NULL,1666582958839,01370022,"2022-10-24,11:43:22",27
4052,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5088,-2744,-14754,5,-39,102,0,NULL,NULL,1666582958953,01370022,"2022-10-24,11:43:22",27
4053,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4645,-2011,-17491,-225,-43,46,0,NULL,NULL,1666582959067,01370022,"2022-10-24,11:43:22",27
4054,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1056,-863,-15240,-102,45,25,0,NULL,NULL,1666582959197,01370022,"2022-10-24,11:43:22",27
4055,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1561,-1290,-14906,71,-128,261,1,NULL,NULL,1666582959337,01370022,"2022-10-24,11:43:22",27
4056,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3499,-1485,-15056,83,-233,170,0,NULL,NULL,1666582959449,01370022,"2022-10-24,11:43:22",27
4057,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2935,-1664,-15099,100,-83,127,1,NULL,NULL,1666582959578,01370022,"2022-10-24,11:43:22",27
4058,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3763,-1346,-16432,105,-3,-91,0,NULL,NULL,1666582959698,01370022,"2022-10-24,11:43:22",27
4059,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4166,-2619,-16666,144,88,-146,0,NULL,NULL,1666582959825,01370022,"2022-10-24,11:43:23",27
4060,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1723,-2381,-13754,38,61,-316,0,NULL,NULL,1666582959956,01370022,"2022-10-24,11:43:23",27
4061,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,283,-2135,-16673,-128,-51,-179,0,NULL,NULL,1666582960094,01370022,"2022-10-24,11:43:23",27
4062,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2590,-1981,-12781,-4,-1,-117,0,NULL,NULL,1666582960212,01370022,"2022-10-24,11:43:23",27
4063,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3006,-2611,-15897,-92,-175,47,0,NULL,NULL,1666582960331,01370022,"2022-10-24,11:43:23",27
4064,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3840,-2325,-15764,-113,-55,131,0,NULL,NULL,1666582960455,01370022,"2022-10-24,11:43:23",27
4065,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3485,-1226,-19051,-254,80,40,0,NULL,NULL,1666582960594,01370022,"2022-10-24,11:43:23",27
4066,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-112,-643,-15595,-27,140,107,0,NULL,NULL,1666582960723,01370022,"2022-10-24,11:43:23",27
4067,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-125,-902,-15378,63,-89,139,1,NULL,NULL,1666582960835,01370022,"2022-10-24,11:43:24",27
4068,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2643,-863,-14610,57,-198,171,0,NULL,NULL,1666582960951,01370022,"2022-10-24,11:43:24",27
4069,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3239,-395,-15092,153,20,-15,1,NULL,NULL,1666582961091,01370022,"2022-10-24,11:43:24",27
4070,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2998,-1626,-17182,139,3,25,0,NULL,NULL,1666582961226,01370022,"2022-10-24,11:43:24",27
4071,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3516,-1810,-17963,175,63,-255,1,NULL,NULL,1666582961353,01370022,"2022-10-24,11:43:24",27
4072,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,459,-3636,-12616,-109,260,-279,0,NULL,NULL,1666582961483,01370022,"2022-10-24,11:43:24",27
4073,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,974,-1851,-14498,11,28,-243,0,NULL,NULL,1666582961624,01370022,"2022-10-24,11:43:24",27
4074,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2747,-2275,-14783,-83,-115,28,0,NULL,NULL,1666582961738,01370022,"2022-10-24,11:43:24",27
4075,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2519,-2660,-15169,-82,-22,205,1,NULL,NULL,1666582961863,01370022,"2022-10-24,11:43:25",27
4076,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3829,-2996,-15920,-122,-156,106,0,NULL,NULL,1666582961976,01370022,"2022-10-24,11:43:25",27
4077,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3409,-2471,-16923,-160,-117,16,0,NULL,NULL,1666582962100,01370022,"2022-10-24,11:43:25",27
4078,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2394,-24,-17203,-113,34,-93,0,NULL,NULL,1666582962245,01370022,"2022-10-24,11:43:25",27
4079,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-237,-307,-14490,15,114,61,0,NULL,NULL,1666582962366,01370022,"2022-10-24,11:43:25",27
4080,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1837,-162,-13898,162,-20,47,0,NULL,NULL,1666582962493,01370022,"2022-10-24,11:43:25",27
4081,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1477,-1403,-16486,97,-135,28,0,NULL,NULL,1666582962612,01370022,"2022-10-24,11:43:25",27
4082,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3067,245,-15460,137,-34,-312,0,NULL,NULL,1666582962748,01370022,"2022-10-24,11:43:25",27
4083,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2724,-712,-15746,164,-35,-368,0,NULL,NULL,1666582962887,01370022,"2022-10-24,11:43:26",27
4084,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1296,-1804,-19140,160,-149,-508,0,NULL,NULL,1666582963018,01370022,"2022-10-24,11:43:26",27
4085,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,510,-3947,-14820,-8,68,-630,0,NULL,NULL,1666582963145,01370022,"2022-10-24,11:43:26",27
4086,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,102,-3392,-17280,-22,-10,-689,0,NULL,NULL,1666582963270,01370022,"2022-10-24,11:43:26",27
4087,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2824,-2702,-13823,87,94,-932,0,NULL,NULL,1666582963390,01370022,"2022-10-24,11:43:26",27
4088,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2103,-3662,-15804,64,91,-851,0,NULL,NULL,1666582963503,01370022,"2022-10-24,11:43:26",27
4089,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3596,-1111,-15261,193,156,-1252,0,NULL,NULL,1666582963630,01370022,"2022-10-24,11:43:26",27
4090,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3317,-2224,-14917,254,840,-1981,0,NULL,NULL,1666582963758,01370022,"2022-10-24,11:43:26",27
4091,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4532,-60,-13439,439,459,-1897,0,NULL,NULL,1666582963885,01370022,"2022-10-24,11:43:27",27
4092,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5284,1197,-14593,623,-121,-1578,0,NULL,NULL,1666582964017,01370022,"2022-10-24,11:43:27",27
4093,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4032,-704,-16604,717,-192,-1253,0,NULL,NULL,1666582964139,01370022,"2022-10-24,11:43:27",27
4094,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3962,1362,-16046,568,-133,-1272,0,NULL,NULL,1666582964258,01370022,"2022-10-24,11:43:27",27
4095,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4447,-1425,-13694,424,-136,-941,0,NULL,NULL,1666582964374,01370022,"2022-10-24,11:43:27",27
4096,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5264,-2407,-13867,408,-150,-979,0,NULL,NULL,1666582964503,01370022,"2022-10-24,11:43:27",27
4097,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,6058,-163,-15225,358,-102,-677,0,NULL,NULL,1666582964646,01370022,"2022-10-24,11:43:27",27
4098,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5980,-1724,-14964,198,-27,-209,0,NULL,NULL,1666582964780,01370022,"2022-10-24,11:43:27",27
4099,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5712,-2646,-14247,103,-35,-146,0,NULL,NULL,1666582964915,01370022,"2022-10-24,11:43:28",27
4100,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4541,-3817,-13894,76,-147,31,0,NULL,NULL,1666582965051,01370022,"2022-10-24,11:43:28",27
4101,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4346,-3075,-15723,-3,-285,-206,0,NULL,NULL,1666582965169,01370022,"2022-10-24,11:43:28",27
4102,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1352,-1755,-15005,-20,-66,-68,0,NULL,NULL,1666594800911,01370022,"2022-10-24,15:00:44",28
4103,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2699,-1258,-15749,-92,-103,-63,0,NULL,NULL,1666594801044,01370022,"2022-10-24,15:00:44",28
4104,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2448,-1757,-17155,-153,7,-21,0,NULL,NULL,1666594801163,01370022,"2022-10-24,15:00:44",28
4105,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,438,-1430,-18476,-196,-12,-90,0,NULL,NULL,1666594801279,01370022,"2022-10-24,15:00:45",28
4106,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-989,-17,-15110,-1,246,-96,0,NULL,NULL,1666594801405,01370022,"2022-10-24,15:00:45",28
4107,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-231,666,-14476,73,157,12,1,NULL,NULL,1666594801547,01370022,"2022-10-24,15:00:45",28
4108,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1106,-207,-16117,28,-138,92,0,NULL,NULL,1666594801677,01370022,"2022-10-24,15:00:45",28
4109,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2244,-243,-15806,148,-6,66,0,NULL,NULL,1666594801822,01370022,"2022-10-24,15:00:45",28
4110,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3041,-1539,-16001,196,52,50,0,NULL,NULL,1666594801953,01370022,"2022-10-24,15:00:45",28
4111,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2926,-2148,-16554,238,116,66,1,NULL,NULL,1666594802089,01370022,"2022-10-24,15:00:45",28
4112,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,449,-1974,-17257,5,168,-27,0,NULL,NULL,1666594802217,01370022,"2022-10-24,15:00:45",28
4113,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,703,-3068,-14648,53,428,-115,0,NULL,NULL,1666594802328,01370022,"2022-10-24,15:00:46",28
4114,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1910,-2168,-13108,14,-13,-85,0,NULL,NULL,1666594802452,01370022,"2022-10-24,15:00:46",28
